city,phone_service,multiple_lines,internet_service,internet_type,contract_type,"tenure (months)",customer_status
Martinez,Yes,Yes,Yes,"Fiber Optic","Two Year",71,Churned
"San Francisco",No,No,Yes,Cable,"Two Year",72,Stayed
Macdoel,Yes,No,Yes,"Fiber Optic","One Year",44,Stayed
"Manhattan Beach",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,9,Stayed
"Knights Landing",No,No,Yes,Cable,"One Year",67,Stayed
Clearlake,Yes,No,No,None,"Two Year",19,Stayed
Daggett,Yes,No,No,None,"Two Year",9,Stayed
Kingsburg,Yes,No,Yes,"Fiber Optic","One Year",57,Stayed
Thornton,Yes,No,Yes,"Fiber Optic","One Year",64,Stayed
Whittier,No,No,Yes,DSL,"Two Year",64,Stayed
"San Jose",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,17,Stayed
Bayside,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,22,Churned
Winton,Yes,Yes,Yes,"Fiber Optic","One Year",13,Stayed
"Santa Ana",Yes,No,Yes,Cable,"One Year",11,Stayed
Cassel,Yes,Yes,Yes,DSL,"Two Year",72,Stayed
Bodfish,Yes,No,No,None,"One Year",55,Stayed
"Los Angeles",Yes,No,Yes,Cable,Month-to-Month,49,Stayed
"Boulder Creek",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,25,Churned
Larkspur,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,53,Churned
"Frazier Park",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,58,Stayed
"Los Angeles",Yes,No,No,None,"Two Year",0,Stayed
"Los Angeles",No,No,Yes,DSL,Month-to-Month,51,Stayed
Walnut,Yes,No,Yes,Cable,"One Year",33,Stayed
Lakewood,Yes,No,Yes,"Fiber Optic",Month-to-Month,23,Stayed
"Wofford Heights",Yes,No,No,None,Month-to-Month,4,Stayed
Ontario,Yes,No,No,None,Month-to-Month,12,Stayed
"Santa Ana",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,28,Churned
Stanton,Yes,No,No,None,"One Year",22,Stayed
Corona,Yes,No,No,None,"Two Year",8,Stayed
Ontario,Yes,Yes,Yes,"Fiber Optic","One Year",45,Stayed
Palmdale,Yes,No,No,None,"Two Year",48,Stayed
Calexico,No,No,Yes,DSL,"One Year",25,Stayed
"Redwood City",Yes,No,Yes,"Fiber Optic","Two Year",8,Stayed
Riverdale,Yes,No,Yes,"Fiber Optic","Two Year",53,Stayed
Azusa,Yes,Yes,Yes,DSL,"Two Year",66,Stayed
"San Diego",Yes,No,No,None,"Two Year",30,Stayed
"Tahoe Vista",Yes,No,No,None,"Two Year",29,Stayed
Badger,Yes,Yes,Yes,DSL,"Two Year",72,Stayed
Woodland,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,20,Stayed
"Big Oak Flat",Yes,No,Yes,DSL,Month-to-Month,6,Stayed
Nipton,Yes,No,Yes,DSL,"Two Year",68,Stayed
Glendora,Yes,No,Yes,DSL,Month-to-Month,7,Stayed
Buttonwillow,Yes,No,Yes,"Fiber Optic","One Year",49,Stayed
Olema,No,No,Yes,Cable,Month-to-Month,8,Stayed
"El Segundo",Yes,No,Yes,DSL,"Two Year",72,Stayed
Rialto,Yes,Yes,Yes,DSL,Month-to-Month,10,Churned
"Long Beach",Yes,No,Yes,Cable,"Two Year",46,Stayed
"San Jose",Yes,No,Yes,DSL,"One Year",27,Stayed
"Palm Springs",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,11,Churned
Hughson,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,26,Stayed
Avalon,Yes,No,Yes,DSL,Month-to-Month,4,Stayed
Albany,Yes,No,Yes,DSL,"Two Year",71,Stayed
Rodeo,Yes,No,Yes,"Fiber Optic","One Year",12,Stayed
"San Lucas",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,12,Stayed
Riverside,Yes,Yes,Yes,"Fiber Optic","Two Year",66,Stayed
"San Bruno",Yes,No,No,None,"Two Year",56,Stayed
"San Diego",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,24,Churned
"Santa Ana",Yes,No,Yes,DSL,"Two Year",71,Stayed
"Grizzly Flats",Yes,Yes,Yes,"Fiber Optic","One Year",60,Churned
"Mountain Center",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,56,Stayed
"Los Angeles",Yes,Yes,Yes,"Fiber Optic","One Year",63,Stayed
"San Diego",Yes,No,No,None,"Two Year",61,Stayed
Fullerton,Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
Glenn,Yes,Yes,Yes,"Fiber Optic","Two Year",64,Stayed
"Santa Ana",Yes,No,Yes,DSL,"Two Year",72,Stayed
"Los Angeles",Yes,Yes,No,None,"Two Year",23,Stayed
"Santa Paula",Yes,No,Yes,"Fiber Optic",Month-to-Month,25,Stayed
Lindsay,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,62,Stayed
"Los Gatos",Yes,No,No,None,"One Year",38,Stayed
"Mount Laguna",Yes,Yes,Yes,DSL,"One Year",59,Stayed
Ludlow,Yes,No,Yes,Cable,"Two Year",42,Stayed
Victorville,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,35,Churned
"Los Angeles",No,No,Yes,DSL,Month-to-Month,10,Churned
Badger,Yes,No,No,None,Month-to-Month,1,Churned
"San Francisco",Yes,No,Yes,"Fiber Optic","One Year",48,Stayed
Marina,Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
"Beverly Hills",Yes,No,No,None,"Two Year",41,Stayed
"Long Beach",No,No,Yes,DSL,"One Year",51,Churned
Moorpark,Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
"West Covina",Yes,No,Yes,Cable,Month-to-Month,6,Churned
"Pleasant Hill",Yes,No,Yes,"Fiber Optic","One Year",26,Stayed
"Moreno Valley",Yes,No,Yes,"Fiber Optic",Month-to-Month,7,Churned
Montclair,Yes,No,No,None,Month-to-Month,28,Stayed
"Fort Irwin",Yes,Yes,Yes,DSL,"One Year",36,Stayed
Pasadena,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,24,Churned
"Santa Ana",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,22,Stayed
"Porter Ranch",Yes,No,Yes,Cable,"One Year",17,Stayed
Newark,Yes,No,Yes,"Fiber Optic","Two Year",32,Stayed
Burbank,Yes,No,Yes,Cable,Month-to-Month,5,Stayed
"Palo Verde",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,57,Stayed
"San Fernando",No,No,Yes,DSL,Month-to-Month,1,Churned
"Rio Oso",Yes,Yes,No,None,"Two Year",66,Stayed
Oceanside,Yes,No,No,None,"One Year",8,Stayed
"San Miguel",Yes,No,No,None,"Two Year",41,Stayed
"Rancho Santa Fe",No,No,Yes,Cable,"Two Year",54,Stayed
Alderpoint,No,No,Yes,Cable,"Two Year",13,Stayed
"Lee Vining",Yes,No,No,None,"Two Year",24,Stayed
"Lee Vining",Yes,Yes,Yes,DSL,"Two Year",72,Stayed
"March Air Reserve Base",Yes,Yes,No,None,"Two Year",68,Stayed
Barstow,Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
Wishon,Yes,No,No,None,"One Year",47,Stayed
Jenner,Yes,No,No,None,Month-to-Month,16,Stayed
Ukiah,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,51,Stayed
Paradise,Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
"Porter Ranch",Yes,No,No,None,"Two Year",68,Stayed
Boulevard,Yes,No,No,None,"Two Year",46,Stayed
Janesville,Yes,Yes,Yes,DSL,"Two Year",72,Stayed
"San Bernardino",No,No,Yes,Cable,"Two Year",0,Stayed
"Garden Grove",Yes,Yes,No,None,"Two Year",70,Stayed
Escondido,Yes,No,No,None,"Two Year",21,Stayed
Whittier,Yes,Yes,Yes,"Fiber Optic","One Year",67,Stayed
Tomales,Yes,No,Yes,"Fiber Optic",Month-to-Month,2,Churned
"Potter Valley",Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
"San Jose",Yes,Yes,Yes,DSL,Month-to-Month,17,Stayed
Oakland,No,No,Yes,Cable,"Two Year",71,Stayed
Brisbane,Yes,Yes,No,None,"One Year",30,Stayed
Berkeley,Yes,No,No,None,"Two Year",12,Stayed
"Long Beach",Yes,No,Yes,Cable,Month-to-Month,1,Churned
"Huntington Beach",Yes,No,Yes,"Fiber Optic",Month-to-Month,39,Churned
Thermal,Yes,No,No,None,Month-to-Month,18,Stayed
"Laguna Niguel",Yes,No,Yes,"Fiber Optic","One Year",71,Stayed
Stanton,Yes,No,No,None,"Two Year",67,Stayed
Fresno,No,No,Yes,DSL,"Two Year",57,Stayed
Glennville,Yes,Yes,Yes,Cable,"Two Year",68,Stayed
Burlingame,Yes,Yes,Yes,"Fiber Optic","Two Year",12,Stayed
"Mount Shasta",Yes,No,No,None,Month-to-Month,17,Stayed
Burson,Yes,No,Yes,DSL,"One Year",52,Stayed
Vallejo,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,4,Churned
Eldridge,Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
Sacramento,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,51,Churned
Clio,Yes,No,No,None,"Two Year",71,Stayed
Mecca,Yes,Yes,No,None,"Two Year",65,Stayed
Fawnskin,Yes,No,Yes,"Fiber Optic","Two Year",72,Stayed
Cupertino,Yes,Yes,Yes,"Fiber Optic","Two Year",70,Churned
Sacramento,Yes,Yes,Yes,"Fiber Optic","Two Year",36,Stayed
Laytonville,Yes,No,Yes,"Fiber Optic","Two Year",68,Stayed
Orange,Yes,Yes,Yes,"Fiber Optic","Two Year",67,Stayed
Stockton,Yes,No,No,None,"One Year",14,Stayed
Venice,Yes,Yes,Yes,"Fiber Optic","One Year",61,Stayed
"Del Mar",Yes,Yes,Yes,DSL,"Two Year",72,Stayed
"Mission Hills",Yes,Yes,No,None,"Two Year",53,Stayed
Venice,Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
"Santa Cruz",Yes,No,No,None,Month-to-Month,20,Stayed
Mccloud,No,No,Yes,DSL,"One Year",61,Stayed
Modesto,Yes,No,Yes,"Fiber Optic",Month-to-Month,26,Stayed
Sausalito,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,49,Churned
Richmond,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,3,Churned
Montebello,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,24,Stayed
Gonzales,Yes,No,Yes,DSL,"One Year",23,Stayed
"San Diego",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,19,Churned
"Pico Rivera",Yes,Yes,No,None,"Two Year",72,Stayed
Valyermo,Yes,Yes,Yes,DSL,"Two Year",72,Stayed
"San Marcos",Yes,Yes,Yes,Cable,"Two Year",71,Stayed
"Redondo Beach",Yes,No,Yes,"Fiber Optic","One Year",40,Stayed
"Three Rivers",Yes,No,Yes,"Fiber Optic",Month-to-Month,14,Stayed
Artesia,No,No,Yes,Cable,Month-to-Month,39,Stayed
"Canoga Park",Yes,Yes,Yes,DSL,"One Year",43,Stayed
"San Dimas",No,No,Yes,Cable,Month-to-Month,3,Churned
"Los Angeles",Yes,No,No,None,"Two Year",16,Stayed
"Stinson Beach",Yes,No,No,None,"One Year",25,Stayed
Hyampom,Yes,Yes,Yes,Cable,Month-to-Month,31,Stayed
Silverado,Yes,No,No,None,"One Year",10,Stayed
Ocotillo,Yes,No,Yes,DSL,"Two Year",66,Stayed
"San Diego",Yes,No,No,None,Month-to-Month,1,Churned
Oakdale,No,No,Yes,DSL,Month-to-Month,4,Churned
"Simi Valley",Yes,Yes,Yes,"Fiber Optic","One Year",67,Stayed
Huron,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,7,Churned
Corona,Yes,No,Yes,Cable,"One Year",56,Stayed
"Port Hueneme",Yes,Yes,Yes,"Fiber Optic","Two Year",44,Stayed
Fresno,Yes,No,Yes,DSL,Month-to-Month,5,Stayed
"San Jose",Yes,Yes,Yes,DSL,"Two Year",39,Stayed
Topanga,Yes,Yes,Yes,DSL,"Two Year",68,Stayed
Poway,Yes,Yes,Yes,DSL,"Two Year",68,Stayed
"Yuba City",Yes,Yes,Yes,Cable,"Two Year",72,Stayed
Bayside,Yes,No,Yes,"Fiber Optic","Two Year",44,Stayed
"San Juan Capistrano",Yes,No,No,None,"Two Year",18,Stayed
Tollhouse,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,55,Stayed
Riverside,Yes,No,Yes,Cable,"One Year",37,Stayed
Philo,Yes,Yes,Yes,DSL,"Two Year",72,Stayed
"Los Angeles",Yes,No,No,None,"Two Year",71,Stayed
Atascadero,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,14,Stayed
Arcadia,Yes,Yes,Yes,DSL,"Two Year",53,Stayed
"San Rafael",Yes,No,Yes,"Fiber Optic","One Year",56,Stayed
"Simi Valley",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,23,Stayed
"Hacienda Heights",No,No,Yes,Cable,"One Year",29,Stayed
"Santa Barbara",Yes,No,No,None,"Two Year",13,Stayed
Fallbrook,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,22,Stayed
"Santa Monica",No,No,Yes,Cable,"One Year",66,Stayed
Berkeley,Yes,Yes,Yes,"Fiber Optic","One Year",69,Stayed
Temecula,Yes,No,Yes,DSL,"One Year",33,Churned
"Fair Oaks",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,25,Churned
"Santa Ana",Yes,Yes,No,None,"One Year",51,Stayed
"North Hollywood",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,1,Churned
Pomona,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,49,Churned
Etna,Yes,No,Yes,Cable,Month-to-Month,1,Churned
"Blue Lake",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,54,Churned
"Green Valley Lake",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,7,Churned
"San Rafael",Yes,No,Yes,DSL,"One Year",7,Stayed
"Long Beach",Yes,No,Yes,Cable,Month-to-Month,57,Stayed
"San Diego",Yes,No,Yes,"Fiber Optic","One Year",69,Stayed
"Corte Madera",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,1,Churned
Vallejo,Yes,No,Yes,"Fiber Optic",Month-to-Month,4,Stayed
"Hermosa Beach",Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
"Long Beach",Yes,No,Yes,DSL,Month-to-Month,55,Stayed
Alderpoint,Yes,Yes,Yes,Cable,Month-to-Month,15,Churned
Fallbrook,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,12,Stayed
Durham,Yes,No,Yes,"Fiber Optic",Month-to-Month,15,Stayed
"Butte City",Yes,No,Yes,"Fiber Optic",Month-to-Month,35,Stayed
"Salton City",Yes,Yes,No,None,"One Year",18,Stayed
Berkeley,Yes,Yes,Yes,Cable,Month-to-Month,4,Churned
"San Diego",Yes,Yes,Yes,DSL,Month-to-Month,11,Churned
Napa,Yes,Yes,Yes,"Fiber Optic","Two Year",63,Stayed
Petaluma,Yes,Yes,Yes,"Fiber Optic","Two Year",24,Stayed
"North Palm Springs",Yes,No,No,None,"Two Year",62,Stayed
Pittsburg,Yes,Yes,Yes,"Fiber Optic","Two Year",70,Stayed
Sacramento,Yes,No,No,None,Month-to-Month,23,Stayed
"San Luis Obispo",Yes,No,Yes,"Fiber Optic",Month-to-Month,29,Stayed
Barstow,Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
"San Jose",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,34,Stayed
Callahan,Yes,Yes,Yes,DSL,"Two Year",50,Stayed
Markleeville,Yes,No,No,None,"One Year",43,Stayed
"Cardiff By The Sea",Yes,Yes,Yes,"Fiber Optic","One Year",51,Stayed
"Oregon House",Yes,Yes,Yes,DSL,"Two Year",58,Stayed
"San Leandro",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,37,Stayed
Vista,Yes,No,Yes,"Fiber Optic",Month-to-Month,13,Stayed
Boonville,No,No,Yes,DSL,"Two Year",71,Stayed
"San Rafael",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,8,Churned
Adelanto,Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
"Los Banos",Yes,No,No,None,Month-to-Month,8,Stayed
"San Gabriel",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,8,Churned
"San Diego",No,No,Yes,DSL,Month-to-Month,1,Churned
Watsonville,Yes,Yes,No,None,"One Year",66,Stayed
"San Pablo",Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
Sacramento,Yes,No,Yes,"Fiber Optic",Month-to-Month,33,Stayed
Kyburz,Yes,No,No,None,Month-to-Month,35,Stayed
Chualar,Yes,Yes,Yes,DSL,"One Year",65,Stayed
"Travis Afb",Yes,No,Yes,DSL,"One Year",8,Stayed
Sacramento,Yes,No,Yes,DSL,Month-to-Month,31,Stayed
"Montgomery Creek",Yes,No,Yes,DSL,Month-to-Month,24,Stayed
"Los Angeles",No,No,Yes,DSL,"Two Year",64,Stayed
"San Marcos",Yes,Yes,No,None,"Two Year",71,Stayed
Jamestown,Yes,Yes,Yes,DSL,"Two Year",66,Stayed
Lakewood,Yes,Yes,Yes,"Fiber Optic","Two Year",72,Churned
Encino,Yes,Yes,Yes,DSL,"Two Year",47,Stayed
Friant,Yes,Yes,Yes,"Fiber Optic","Two Year",4,Stayed
Downey,Yes,No,No,None,"Two Year",6,Stayed
"Mad River",Yes,No,Yes,"Fiber Optic",Month-to-Month,24,Stayed
"Menlo Park",Yes,Yes,Yes,"Fiber Optic","One Year",67,Stayed
"Campo Seco",Yes,Yes,Yes,DSL,"Two Year",58,Stayed
"Catheys Valley",Yes,Yes,Yes,"Fiber Optic","Two Year",71,Stayed
"Mount Hamilton",Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
Modesto,Yes,Yes,Yes,DSL,"Two Year",72,Stayed
"North San Juan",Yes,No,Yes,DSL,"One Year",8,Stayed
"Los Gatos",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,16,Stayed
"Los Angeles",Yes,Yes,Yes,Cable,"Two Year",72,Stayed
"Avila Beach",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,14,Stayed
"Rancho Cucamonga",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,50,Stayed
Yreka,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,15,Stayed
Lebec,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,3,Churned
"Palo Alto",Yes,Yes,Yes,"Fiber Optic","One Year",4,Stayed
Tarzana,Yes,Yes,Yes,"Fiber Optic","One Year",48,Stayed
Sacramento,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,24,Churned
"Los Angeles",Yes,Yes,Yes,"Fiber Optic","One Year",61,Churned
Inglewood,Yes,No,Yes,DSL,"One Year",27,Stayed
Hayward,Yes,No,Yes,"Fiber Optic",Month-to-Month,6,Stayed
Sheridan,No,No,Yes,Cable,"Two Year",24,Stayed
Tustin,Yes,No,No,None,"Two Year",31,Stayed
Philo,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,30,Stayed
"La Grange",Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
Salinas,Yes,Yes,No,None,"One Year",70,Stayed
Westport,No,No,Yes,DSL,Month-to-Month,50,Stayed
"Suisun City",Yes,No,Yes,"Fiber Optic","One Year",51,Stayed
Lakeside,Yes,No,No,None,"Two Year",35,Stayed
Fremont,Yes,No,Yes,"Fiber Optic",Month-to-Month,8,Churned
"North Hollywood",Yes,No,Yes,DSL,"One Year",23,Stayed
Bell,No,No,Yes,Cable,"Two Year",72,Stayed
"Penn Valley",Yes,No,Yes,"Fiber Optic","Two Year",4,Stayed
"Pleasant Grove",Yes,Yes,Yes,"Fiber Optic","Two Year",65,Stayed
Oakdale,Yes,Yes,Yes,"Fiber Optic","Two Year",57,Stayed
Standish,Yes,Yes,Yes,"Fiber Optic","Two Year",16,Stayed
"Desert Hot Springs",Yes,Yes,No,None,"Two Year",27,Stayed
Prather,Yes,Yes,Yes,"Fiber Optic","Two Year",70,Stayed
Lamont,Yes,No,Yes,"Fiber Optic","One Year",20,Stayed
"Los Angeles",Yes,No,Yes,DSL,Month-to-Month,6,Stayed
"San Diego",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,42,Stayed
"Canyon Dam",Yes,No,Yes,DSL,Month-to-Month,17,Stayed
"San Diego",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,33,Churned
Tehama,Yes,No,Yes,"Fiber Optic",Month-to-Month,22,Stayed
Kernville,No,No,Yes,Cable,Month-to-Month,4,Churned
Vacaville,Yes,No,Yes,Cable,"One Year",18,Stayed
Torrance,No,No,Yes,DSL,Month-to-Month,2,Churned
Mariposa,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,1,Churned
Sebastopol,No,No,Yes,DSL,"Two Year",60,Stayed
"Santa Monica",Yes,No,Yes,"Fiber Optic","Two Year",54,Stayed
"Los Angeles",Yes,No,Yes,DSL,Month-to-Month,18,Stayed
Chester,Yes,No,No,None,Month-to-Month,6,Stayed
Montclair,Yes,Yes,No,None,"Two Year",71,Stayed
Callahan,Yes,No,Yes,DSL,"Two Year",56,Stayed
Torrance,No,No,Yes,Cable,"Two Year",44,Stayed
"Culver City",Yes,No,Yes,"Fiber Optic",Month-to-Month,6,Stayed
"Willow Creek",Yes,No,Yes,DSL,Month-to-Month,4,Stayed
"La Puente",Yes,Yes,Yes,"Fiber Optic","One Year",63,Stayed
Ramona,Yes,No,Yes,"Fiber Optic",Month-to-Month,36,Stayed
"Chula Vista",Yes,No,No,None,"Two Year",71,Stayed
Albion,Yes,Yes,No,None,"Two Year",43,Stayed
Corona,Yes,Yes,Yes,"Fiber Optic","Two Year",60,Stayed
Sacramento,No,No,Yes,DSL,"Two Year",37,Stayed
Bakersfield,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,5,Stayed
"San Francisco",Yes,No,Yes,"Fiber Optic","One Year",30,Stayed
"San Diego",Yes,Yes,Yes,"Fiber Optic","Two Year",64,Stayed
Fontana,No,No,Yes,Cable,Month-to-Month,1,Churned
"Shaver Lake",Yes,Yes,No,None,Month-to-Month,14,Stayed
"Palm Desert",Yes,No,Yes,"Fiber Optic",Month-to-Month,26,Churned
"Dillon Beach",Yes,Yes,Yes,"Fiber Optic","Two Year",34,Stayed
"San Andreas",Yes,No,Yes,"Fiber Optic","Two Year",68,Stayed
"Los Angeles",Yes,Yes,Yes,DSL,"Two Year",48,Stayed
"Walnut Creek",Yes,No,Yes,Cable,"Two Year",33,Stayed
Inglewood,Yes,Yes,No,None,"Two Year",72,Stayed
Potrero,Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
Hydesville,Yes,No,Yes,DSL,"One Year",60,Stayed
"Orange Cove",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,25,Stayed
"San Jose",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,32,Stayed
"San Gregorio",Yes,Yes,No,None,"One Year",47,Stayed
Anaheim,Yes,Yes,Yes,"Fiber Optic","One Year",72,Stayed
Cambria,No,No,Yes,DSL,"Two Year",72,Stayed
Ripon,Yes,No,Yes,"Fiber Optic",Month-to-Month,13,Stayed
Dunnigan,Yes,Yes,Yes,"Fiber Optic","Two Year",36,Stayed
Platina,Yes,No,Yes,DSL,Month-to-Month,24,Stayed
"Oak View",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,57,Stayed
"Three Rivers",Yes,Yes,No,None,"One Year",51,Stayed
"Costa Mesa",Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
Sacramento,Yes,Yes,Yes,"Fiber Optic","Two Year",9,Stayed
"Hamilton City",Yes,No,No,None,"Two Year",54,Stayed
Fullerton,Yes,No,Yes,"Fiber Optic",Month-to-Month,21,Stayed
Colfax,Yes,Yes,Yes,Cable,Month-to-Month,1,Churned
Paskenta,Yes,Yes,Yes,Cable,Month-to-Month,10,Churned
"West Covina",No,No,Yes,DSL,Month-to-Month,4,Stayed
Roseville,Yes,No,Yes,DSL,"One Year",54,Stayed
Greenview,Yes,Yes,Yes,Cable,"Two Year",70,Stayed
Arnold,Yes,No,Yes,Cable,Month-to-Month,1,Churned
Sacramento,Yes,No,No,None,"One Year",68,Stayed
Millville,Yes,Yes,Yes,DSL,Month-to-Month,4,Stayed
"North Fork",Yes,No,Yes,"Fiber Optic","One Year",44,Stayed
Applegate,Yes,Yes,Yes,"Fiber Optic","One Year",71,Stayed
Ramona,No,No,Yes,DSL,Month-to-Month,48,Stayed
"Warner Springs",Yes,No,Yes,DSL,"Two Year",43,Stayed
"San Diego",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,9,Stayed
"San Francisco",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,30,Churned
Chester,Yes,Yes,Yes,"Fiber Optic","Two Year",46,Stayed
Concord,Yes,No,No,None,"Two Year",13,Stayed
Georgetown,Yes,No,No,None,"Two Year",39,Stayed
Castella,Yes,Yes,Yes,DSL,"Two Year",31,Stayed
"San Francisco",Yes,No,No,None,"Two Year",44,Stayed
"Temple City",Yes,Yes,No,None,"Two Year",35,Stayed
Winnetka,Yes,No,No,None,"Two Year",69,Stayed
Needles,No,No,Yes,DSL,"Two Year",70,Stayed
Sonoma,Yes,Yes,Yes,"Fiber Optic","Two Year",67,Stayed
Sacramento,Yes,No,No,None,"Two Year",71,Stayed
Fairfield,Yes,No,No,None,"One Year",17,Stayed
"Forest Falls",Yes,No,Yes,DSL,"One Year",55,Stayed
Alhambra,No,No,Yes,DSL,"Two Year",54,Stayed
"San Diego",Yes,No,Yes,Cable,"Two Year",37,Stayed
"San Diego",Yes,Yes,No,None,Month-to-Month,33,Stayed
Topaz,Yes,No,Yes,DSL,"Two Year",71,Stayed
Milpitas,Yes,No,Yes,Cable,"One Year",29,Stayed
"San Lorenzo",Yes,Yes,Yes,DSL,Month-to-Month,35,Stayed
Brentwood,Yes,No,No,None,"Two Year",35,Stayed
Camarillo,Yes,No,Yes,"Fiber Optic",Month-to-Month,20,Churned
Corona,Yes,No,Yes,Cable,"Two Year",38,Stayed
Fresno,Yes,No,Yes,DSL,Month-to-Month,24,Stayed
"Los Angeles",Yes,No,No,None,"Two Year",46,Stayed
"Los Angeles",Yes,Yes,Yes,DSL,Month-to-Month,26,Churned
Lathrop,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,17,Stayed
"Redwood City",Yes,No,Yes,DSL,Month-to-Month,25,Stayed
Calpine,Yes,No,Yes,DSL,"Two Year",67,Stayed
"San Francisco",Yes,Yes,Yes,"Fiber Optic","One Year",15,Stayed
Davis,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,2,Churned
Guatay,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,31,Stayed
"Travis Afb",Yes,No,No,None,"Two Year",59,Stayed
"Morgan Hill",Yes,No,Yes,DSL,"Two Year",70,Stayed
Hood,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,57,Stayed
"Santa Cruz",Yes,No,No,None,"One Year",42,Stayed
Compton,Yes,Yes,No,None,"Two Year",72,Stayed
Seeley,Yes,No,Yes,Cable,Month-to-Month,9,Churned
"Port Costa",Yes,No,No,None,Month-to-Month,27,Stayed
Nipton,Yes,Yes,Yes,"Fiber Optic","Two Year",64,Stayed
"Los Angeles",Yes,No,No,None,"Two Year",6,Stayed
Lewiston,Yes,No,Yes,"Fiber Optic",Month-to-Month,12,Churned
Watsonville,Yes,No,No,None,"One Year",26,Stayed
"Long Beach",Yes,No,Yes,Cable,Month-to-Month,47,Stayed
Bakersfield,Yes,Yes,Yes,DSL,"Two Year",72,Stayed
